,Gross_Pay,Name,Sex,DOB,Age,Join_Date,Tenure,Role,Dept
447,93458.0,'Madeline Dixon',F,27/07/1991,28,16/04/2015,62,'Contract/Billing Analyst II..','Finance - Customer Revenue Operations GA'
448,235985.0,'Rupert Wolf',M,04/12/1987,32,09/08/2012,95,'Software Engineer.Senior.','Media Portal'
449,220895.0,'Cliff Holland',M,30/09/1988,31,28/03/2019,15,'Solutions Architect II..','Service Delivery Americas Web'
450,72529.0,'Elise Buchanan',F,06/02/1997,23,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - APJ TSE'
451,390341.25,'Peter Grimes',M,02/10/1987,32,01/02/2018,29,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
452,75149.0,'Lindsey Mcgee',F,21/02/1991,29,04/07/2016,48,'System Operations Engineer..','Platform Operations'
453,118193.75,'Judson Mckay',M,25/05/1990,30,01/04/2019,15,'Network Administrator..','Enterprise Infrastructure Services'
454,142609.0,'Angela Mckenzie',F,10/05/1987,33,18/07/2016,47,'Business Systems Analyst.Senior.','Enterprise Applications'
455,292245.0,'Jeromy Dean',M,08/04/1985,35,05/12/2016,43,'Systems Administrator.Senior.UNIX','Enterprise Infrastructure Services'
456,182100.0,'Leslie Ponce',M,16/03/1988,32,11/11/2019,8,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
457,125567.5,'Adolfo Riley',M,28/04/1991,29,18/03/2019,15,'Client Service Manager..','Americas- AMG'
458,229250.0,'Buford Guerra',M,12/09/1990,29,05/11/2018,20,'Software Engineer.Senior.','Enterprise Applications'
459,236391.25,'Stacey Robertson',M,02/08/1992,27,16/10/2017,32,'Software Engineer II..','GSS EPIC Engineering (HC COGS)'
460,167647.5,'Reginald Page',M,01/07/1993,27,02/07/2015,60,'Software Engineer.Senior.','Enterprise Access Engineering'
461,92266.25,'Dewey Stephens',M,23/09/1998,21,08/07/2019,12,'Software Engineer..','Enterprise Applications'
462,336680.0,'Douglas Yu',M,20/08/1981,38,26/11/2007,151,'Manager.Senior.Financial Operations','Finance - Customer Revenue Operations GA'
463,315435.0,'Raphael Oconnor',M,08/12/1980,39,04/11/2019,8,'Manager.Senior.Financial Operations','Finance - Customer Revenue Operations GA'
464,208888.75,'Man Woods',M,05/09/1988,31,25/05/2017,37,'Business Systems Analyst.Senior.','Corporate Systems'
465,170758.75,'Jordon Cardenas',M,15/10/1989,30,15/06/2015,61,'Systems Administrator II..Windows','Enterprise Infrastructure Services'
466,177571.25,'Anderson Rollins',M,08/06/1987,33,08/05/2014,74,'Client Service Manager.Senior.','Americas- AMG'
467,191358.75,'Sebastian Cobb',M,18/08/1985,34,30/01/2014,77,'Business Systems Analyst.Senior.','LUNA/OPEN Engineering'
468,385532.5,'Forrest Francis',M,20/08/1981,38,03/10/2011,105,Manager..Engineering,'Media Analytics'
469,140695.0,'Alton Travis',M,20/02/1990,30,30/01/2014,77,'Network Implementation Manager Ii..','Networks - APJ Infrastructure'
470,485730.0,'Marion Hartman',M,07/04/1984,36,18/11/2013,79,'Software Engineer.Principal.','Media Services Engineering'
471,75174.0,'Tina Suarez',F,15/03/1994,26,28/06/2018,24,'Client Service Manager.Associate.','Americas- AMG'
472,245783.75,'Wm Castaneda',M,10/08/1990,29,11/06/2018,25,'Q/A Engineer.Senior.','Enterprise Access Engineering'
473,118734.0,'Summer Henderson',F,14/01/1988,32,22/04/2019,14,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
474,161187.5,'Karl Cherry',M,13/10/1989,30,11/07/2019,12,'Infrastructure Delivery Manager..','Networks - APJ Infrastructure'
475,129183.75,'Emory Whitney',M,27/12/1992,27,03/10/2013,81,'Client Service Manager.Senior.','Americas- AMG'
476,139558.0,'Shelly Carrillo',F,30/07/1992,27,27/07/2015,59,'Support Delivery Specialist..','AmaTec - APJ TSE'
477,143356.25,'Granville Armstrong',M,22/01/1991,29,10/10/2019,9,'Systems Administrator..','Enterprise Infrastructure Services'
478,150972.0,'Florine Porter',F,25/05/1992,28,30/06/2014,72,'Software Engineer.Senior.','Enterprise Applications'
479,89853.0,'Candy Goodwin',F,18/10/1993,26,04/06/2018,25,'Software Development Engineer in Test..','Media Portal'
480,323995.0,'Paris Pollard',M,05/12/1989,30,11/07/2011,108,'Software Engineer.Senior II Lead.','Media Services Engineering'
481,97613.0,'Colette Mahoney',F,04/11/1993,26,01/07/2019,12,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
482,243000.0,'Micah Wise',M,01/08/1987,32,08/08/2019,11,'Software Engineer.Senior.','Corporate Systems'
483,342166.25,'Pedro Bryant',M,13/02/1977,43,22/04/2019,14,'Manager..Network Administration','Enterprise Infrastructure Services'
484,374197.5,'Scottie Avery',M,03/07/1988,32,23/12/2019,6,'Systems Engineer.Senior.','Enterprise Infrastructure Services'
485,197977.5,'Olin Glover',M,01/06/1989,31,07/01/2016,54,'Software Engineer.Senior.','Enterprise Applications'
486,122308.75,'Lorenzo Callahan',M,18/11/1991,28,09/06/2016,49,'Systems Support Engineer II..','IT DevOps'
487,263810.0,'Jospeh Arellano',M,14/11/1984,35,17/08/2017,34,'Software Engineer.Senior II.','Corporate Systems'
488,160493.75,'Efrain Bruce',M,06/09/1991,28,23/08/2018,22,'Software Engineer II..','Media Services Engineering'
489,249200.0,'Regina Holloway',F,09/10/1991,28,05/12/2019,7,'Release Engineer II..','Enterprise Access Engineering'
490,138638.75,'Deon Santana',M,31/05/1994,26,04/07/2016,48,'Software Engineer II..','Corporate Systems'
491,118287.5,'Lacy Lara',M,24/03/1997,23,02/07/2018,24,'Software Engineer..','Media Services Engineering'
492,556583.75,'Harland Murray',M,02/06/1982,38,07/11/2019,8,Manager.Senior.Engineering,'GSS EPIC Engineering (HC COGS)'
493,91545.0,'Dorian Crane',M,13/09/1993,26,08/04/2019,15,'Q/A Engineer..','IT DevOps'
494,223166.25,'Ned Roth',M,25/04/1991,29,11/07/2019,12,'Software Development Engineer in Test.Senior.','Media Services Engineering'
495,111907.5,'Freddie Friedman',M,01/01/1996,24,03/07/2017,36,'Software Engineer..','Media Portal'
496,281090.0,'Keith Deleon',M,22/08/1989,30,14/07/2016,48,'Software Engineer.Senior II.','Media Analytics'
497,125655.0,'Ervin Maddox',M,19/06/1993,27,04/05/2017,38,'Security Operations Technician.Senior.','APJ Security Services - SOCC'
498,196742.5,'Matt Cain',M,31/10/1988,31,09/03/2015,64,'Platform Operations Engineer II.Lead.','Platform Operations'
499,176537.5,'Malik Bennett',M,04/06/1990,30,14/05/2018,26,'Software Engineer II..','Corporate Systems'
500,139161.25,'Forrest Walton',M,15/02/1990,30,08/05/2017,38,'Technical Solutions Engineer..','AmaTec - Americas TSE'
501,444006.25,'Rolando Luna',M,09/02/1980,40,29/09/2008,141,Architect.Senior.,'Enterprise Applications'
502,307862.0,'Marion Pratt',F,18/05/1987,33,06/12/2012,91,Manager..Engineering,'IT DevOps'
503,249153.75,'Gerry Huber',M,04/06/1986,34,21/07/2016,47,'Systems Administrator.Senior.UNIX','Enterprise Infrastructure Services'
504,378083.75,'Nickolas Gardner',M,25/05/1982,38,26/08/2019,10,'Manager..Software Development Engineer in Test','Media Services Engineering'
505,86283.0,'Gabrielle Moore',F,23/01/1995,25,05/09/2019,10,'System Operations Engineer..','Platform Operations'
506,296797.5,'Mary Bartlett',M,15/04/1984,36,16/10/2017,32,'Systems Administrator.Senior Lead.UNIX','Enterprise Infrastructure Services'
507,360746.25,'Milan Barnett',M,23/09/1986,33,28/09/2015,57,'Software Engineer.Senior II Lead.','Media Analytics'
508,215845.0,'Tyrell Hall',M,14/07/1988,32,08/04/2019,15,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
509,220063.75,'Erasmo Bird',M,19/05/1982,38,28/09/2015,57,'Software Engineer II..','Corporate Systems'
510,101585.0,'Serena Dawson',F,20/03/1995,25,19/09/2019,9,'Technical Solutions Engineer..','AmaTec - Americas TSE'
511,384177.5,'Dustin Chen',M,11/06/1981,39,04/10/2010,117,'Shift Manager..Platform Operations','Platform Operations'
512,164872.5,'Elwood Wheeler',M,23/01/1992,28,01/07/2013,84,'Partner Enablement Manager.Senior.','Platform Operations'
513,55468.75,'Graham Carey',M,01/06/1995,25,13/01/2020,6,'Platform Operations Engineer.Associate.','Platform Operations'
514,108002.5,'Luis Baxter',M,11/05/1996,24,02/07/2018,24,'Software Engineer..','Media Portal'
515,349108.75,'Russel Boyd',M,05/08/1985,34,14/01/2013,90,Manager..Engineering,'Corporate Systems'
516,147125.0,'Jeffry Salazar',M,26/07/1989,30,30/11/2017,31,'Release Engineer.Senior.','IT DevOps'
517,437938.75,'Jimmie Lozano',M,23/07/1989,30,07/12/2015,55,'Practice Manager..','APJ Security Services - SOCC'
518,83540.0,'Claudio Rowland',M,17/04/1995,25,02/07/2018,24,'Software Development Engineer in Test..','Dynamic Media SQA'
519,15294.0,'Claire Hayes',F,09/05/1989,31,21/12/2017,30,'Software Engineer.Senior.','Media Services Engineering'
520,283371.25,'Maurice Bradley',M,24/09/1982,37,24/08/2009,130,'Manager.Senior.Financial Operations','Finance - Customer Revenue Operations GA'
521,140652.5,'Stan Nash',M,10/03/1994,26,23/03/2017,39,'Technical Solutions Engineer..','AmaTec - Americas TSE'
522,446058.75,'Erik Buck',M,08/08/1985,34,24/11/2011,103,Architect.Senior.,'Corporate Systems'
523,175323.0,'Ophelia Osborne',F,05/10/1989,30,16/02/2015,64,'Shift Manager..Platform Operations','Platform Operations'
524,129066.25,'Toney Galvan',M,19/11/1992,27,27/06/2016,48,'Technical Solutions Engineer..','AmaTec - Americas TSE'
525,312416.25,'Chadwick Mcclure',M,09/04/1986,34,31/10/2019,8,'Software Engineer.Senior II.','GSS EPIC Engineering (HC COGS)'
526,213820.0,'Fernando Leonard',M,11/08/1988,31,11/05/2017,38,'Software Engineer.Senior.','Media Analytics'
527,232147.5,'Sherman Barton',M,09/08/1982,37,02/05/2011,110,'Manager..Contract Management','Finance - Customer Revenue Operations GA'
528,150976.25,'Owen Little',M,29/08/1982,37,10/06/2013,85,'Client Service Manager.Senior.','Americas- AMG'
529,217435.0,'Lee Park',M,21/08/1986,33,08/09/2011,106,'Manager..Contract Management','Finance - Customer Revenue Operations GA'
530,232717.5,'Jae Montoya',M,08/04/1983,37,23/11/2015,55,'User Interface Engineer.Senior.','GSS EPIC Engineering (HC COGS)'
531,81358.75,'Thaddeus Reed',M,20/02/1997,23,08/07/2019,12,'Software Development Engineer in Test..','IT DevOps'
532,302603.75,'Frances Oneal',M,12/03/1987,33,11/10/2010,117,'Software Development Engineer in Test.Senior II Lead.','Dynamic Media SQA'
533,189138.75,'Tyrell Jacobson',M,30/09/1991,28,05/06/2017,37,'Software Engineer.Senior.','Enterprise Applications'
534,203865.0,'Emmitt Daniels',M,25/11/1978,41,03/09/2007,154,'Platform Operations Engineer II..','Platform Operations'
535,440357.5,'Leslie Dominguez',M,03/12/1981,38,10/11/2014,68,Manager..Engineering,'Media Analytics'
536,244368.75,'Darren Marsh',M,24/03/1990,30,31/08/2017,34,'Software Engineer.Senior.','Media Services Engineering'
537,304347.5,'Luis Mccarty',M,05/03/1980,40,22/04/2013,86,'Manager.Senior.Account Management','Americas- AMG'
538,121167.0,'Mandy Becker',F,08/10/1993,26,22/04/2019,14,'Solutions Architect..','Service Delivery Americas Web'
539,132323.75,'Margarito Navarro',M,03/11/1994,25,22/09/2016,45,'Technical Solutions Engineer..','AmaTec - Americas TSE'
540,167702.5,'Houston Olsen',M,25/10/1991,28,01/04/2019,15,'Q/A Engineer II..','IT DevOps'
541,319318.75,'Dexter Vaughan',M,20/03/1978,42,11/08/2014,71,'Software Development Engineer in Test.Principal.','Dynamic Media SQA'
542,162396.25,'Isreal Herrera',M,07/01/1990,30,05/08/2019,11,'Software Engineer II..','Corporate Systems'
543,69555.0,'Jarrod Cooley',M,07/01/1992,28,05/03/2018,28,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
544,135765.0,'Harry Cook',M,15/10/1994,25,03/07/2017,36,'Software Engineer II..','LUNA/OPEN Engineering'
545,105258.75,'Franklin Goodman',M,12/03/1981,39,02/02/2015,65,'Contract/Billing Analyst II..','Finance - Customer Revenue Operations GA'
546,198049.0,'June Nolan',F,29/01/1987,33,01/08/2019,11,'Program Manager.Senior.','Service Delivery Americas Web'
547,123041.25,'Wilbur Bond',M,20/02/1989,31,28/08/2017,34,'Network Implementation Manager..','Networks - EMEA Infrastructure'
548,294051.25,'Garry Rosales',M,01/08/1985,34,23/05/2013,85,'Shift Manager..Platform Operations','Platform Operations'
549,312811.25,'Zackary Matthews',M,08/03/1985,35,21/12/2015,54,'Q/A Engineer.Senior II.','Enterprise Access Engineering'
550,92658.75,'Raymond Shah',M,10/01/1997,23,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - APJ TSE'
551,126448.0,'Susanna Vincent',F,24/06/1989,31,12/10/2017,33,'Technical Solutions Engineer II..','AmaTec - APJ TSE'
552,123232.0,'Rosemarie Melendez',F,16/03/1990,30,24/04/2017,38,'Business Systems Analyst.Senior.','Corporate Systems'
553,285276.25,'Gilberto Chaney',M,06/12/1987,32,27/05/2013,85,'Manager..Q/A Engineering','IT DevOps'
554,252916.25,'Bruce Stout',M,05/02/1991,29,18/11/2019,7,'Software Engineer.Senior.','Enterprise Access Engineering'
555,94576.0,'Aurelia Phillips',F,29/06/1991,29,11/02/2019,17,'Collections Specialist..','Finance - Customer Revenue Operations GA'
556,317281.25,'Abel Moreno',M,10/02/1989,31,04/02/2013,89,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
557,392431.25,'Wes Copeland',M,22/12/1976,43,16/09/2010,117,'Manager..Software Development Engineer in Test','Dynamic Media SQA'
558,172634.0,'Angeline Freeman',F,05/10/1991,28,15/04/2019,15,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
559,143301.25,'Chase Fernandez',M,20/03/1993,27,22/01/2018,29,'Order Analyst..','Finance - Customer Revenue Operations GA'
560,294256.25,'Leif Mack',M,01/05/1991,29,04/06/2018,25,'Software Engineer.Senior.','Enterprise Access Engineering'
561,108628.75,'Robert Reynolds',M,21/04/1990,30,05/07/2018,24,'Network Implementation Manager..','Networks - APJ Infrastructure'
562,213185.0,'Owen Barajas',M,28/11/1989,30,04/09/2017,34,'Software Engineer.Senior.','Media Analytics'
563,450492.5,'Reed Oliver',M,07/06/1979,41,27/07/2009,131,'Manager.Senior.Q/A Engineering','IT DevOps'
564,209500.0,'Emmett Stuart',M,16/11/1987,32,15/07/2019,12,'Software Development Engineer in Test.Senior.','Media Services Engineering'
565,167003.75,'Wilson Ingram',M,17/07/1995,24,03/07/2017,36,'Software Engineer II..','Media Services Engineering'
566,284883.75,'Jorge Odom',M,05/09/1991,28,31/07/2017,35,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
567,101356.25,'Elwood Mercado',M,14/07/1992,28,06/11/2017,32,'Systems Support Engineer..','IT DevOps'
568,93185.0,'Carmela Hatfield',F,26/11/1993,26,21/11/2019,7,'Technical Solutions Engineer..','AmaTec - Americas TSE'
569,314217.5,'Kendrick Fuller',M,10/06/1983,37,20/04/2017,38,'Software Development Engineer in Test.Senior II Lead.','Media Services Engineering'
570,146312.5,'Robby Blevins',M,10/02/1993,27,08/01/2018,30,'Software Engineer II..','Enterprise Applications'
571,103053.0,'Latisha Cook',F,21/05/1990,30,01/06/2015,61,'Security Operations Technician.Senior.','APJ Security Services - SOCC'
572,265650.0,'Mel Jones',M,24/06/1988,32,29/01/2015,65,'Shift Manager..Platform Operations','Platform Operations'
573,133546.25,'Aldo Daniel',M,21/08/1990,29,06/08/2015,59,'Contract/Billing Analyst.Senior.','Finance - Customer Revenue Operations GA'
574,297175.0,'Hayden Ballard',M,28/03/1986,34,16/04/2015,62,'Software Engineer.Senior II Lead.','Corporate Systems'
575,70417.0,'Fanny Reed',F,15/02/1996,24,24/10/2019,8,'Server Tech Services Engineer..','Networks - EMEA Infrastructure'
576,135454.0,'Vicki Braun',F,08/01/1985,35,06/11/2017,32,'Business Systems Analyst.Senior.','Enterprise Applications'
577,516080.0,'Isaiah Wyatt',M,17/01/1983,37,12/05/2008,146,Manager.Senior.Engineering,'Enterprise Applications'
578,104496.0,'Bessie Brennan',F,20/07/1995,24,03/07/2017,36,'Software Engineer II..','IT DevOps'
579,285235.0,'Adrienne Vasquez',F,31/05/1981,39,06/07/2010,120,'Manager..Software Development Engineer in Test','Media Analytics'
580,139656.25,'Coy Mack',M,15/07/1987,33,04/02/2019,17,'Security Operations Technician.Senior.','APJ Security Services - SOCC'
581,501060.0,'Federico Wall',M,04/01/1982,38,29/06/2017,36,'Q/A Engineer.Principal.','Enterprise Access Engineering'
582,88883.0,'Natalie Macias',F,16/01/1993,27,08/07/2019,12,'Client Service Manager..','Americas- AMG'
583,228005.0,'Jeff Anthony',M,10/02/1989,31,28/09/2017,33,'Business Systems Analyst.Senior II.','Corporate Systems'
584,173255.0,'Leslie Ritter',M,01/12/1989,30,20/06/2016,48,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
585,955185.0,'Alfredo Hodges',M,01/06/1977,43,08/02/2010,125,Director.Senior.Engineering,'IT DevOps'
586,132302.5,'Glen Silva',M,06/10/1992,27,11/07/2019,12,'Platform Operations Engineer.Associate.','Platform Operations'
587,92266.25,'Logan Yu',M,20/08/1997,22,08/07/2019,12,'Software Engineer..','Enterprise Applications'
588,167045.0,'Hayden Mcknight',M,29/05/1989,31,21/09/2017,33,'Site Reliability Engineer II..','LUNA/OPEN Engineering'
589,222042.5,'Roosevelt Nguyen',M,23/08/1991,28,02/02/2017,41,'Technical Solutions Engineer II.Lead.','AmaTec - Americas TSE'
590,243892.5,'Stewart Ballard',M,30/09/1992,27,02/05/2019,14,'Software Engineer.Senior.','IT DevOps'
591,121333.75,'Freddie Curry',M,16/06/1993,27,15/07/2019,12,'Platform Operations Engineer..','Platform Operations'
592,100341.0,'Cecile Ferrell',F,05/06/1990,30,01/08/2019,11,'Client Service Manager..','Americas- AMG'
593,81817.0,'Nona Spears',F,28/07/1992,27,05/09/2019,10,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
594,97572.0,'Belinda Moran',F,22/05/1995,25,23/03/2017,39,'Technical Solutions Engineer..','AmaTec - Americas TSE'
595,120792.5,'Manual Fleming',M,12/10/1992,27,10/08/2017,35,'Technical Solutions Engineer..','AmaTec - Americas TSE'
596,350332.5,'Christopher Mccullough',M,24/06/1982,38,16/10/2006,164,'Manager..Platform Operations','Platform Operations'
597,272.0,'Bettye Carlson',F,14/03/1981,39,04/06/2018,25,Manager..Engineering,'Enterprise Applications'
598,99777.5,'Douglass Orozco',M,08/01/1991,29,11/04/2019,15,'Account Service Manager..','Americas- AMG'
599,335897.5,'Cristopher Morrison',M,27/02/1981,39,09/01/2014,78,'Software Engineer.Senior II Lead.','Media Analytics'
600,96071.0,'Sadie Lin',F,09/07/1990,30,13/08/2015,59,'Network Infrastructure Engineer..','Networks - EMEA Infrastructure'
601,96367.0,'Lea Mccormick',F,27/08/1988,31,24/10/2019,8,'Client Service Manager..','Americas- AMG'
602,70785.0,'Donn Gibbs',M,26/07/1997,22,08/07/2019,12,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
603,154450.0,'Odell Lawson',M,30/10/1993,26,16/09/2019,9,'Technical Solutions Engineer..','AmaTec - Americas TSE'
604,263231.25,'Lemuel Noble',M,20/08/1985,34,05/11/2015,56,'Software Engineer.Senior II.','Enterprise Applications'
605,162399.0,'Maryanne Haney',F,22/08/1987,32,29/09/2016,45,'Solutions Architect II..','Service Delivery Americas Web'
606,60341.0,'Deana Lucero',F,02/11/1996,23,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - APJ TSE'
607,189072.5,'Robt Walsh',M,03/02/1991,29,17/08/2015,58,'Network Engineer..','Enterprise Infrastructure Services'
608,432426.25,'Cyrus Figueroa',M,18/11/1982,37,03/10/2016,45,'Q/A Engineer.Principal.','Enterprise Access Engineering'
609,155698.75,'Rafael Barrera',M,22/12/1991,28,22/10/2018,20,'Business Systems Analyst.Senior.','Corporate Systems'
610,118465.0,'Roscoe Moore',M,15/02/1994,26,25/05/2017,37,'Technical Solutions Engineer..','AmaTec - APJ TSE'
611,77608.75,'Lonnie Wheeler',M,03/11/1995,24,08/07/2019,12,'Software Development Engineer in Test..','LUNA/OPEN Engineering'
612,260211.25,'Darron Moore',M,09/08/1993,26,25/09/2017,33,'Software Engineer.Senior.','Enterprise Applications'
613,270862.5,'Darren Callahan',M,15/04/1987,33,16/11/2015,55,'Software Engineer.Senior II.','Corporate Systems'
614,121367.5,'Reid Gonzales',M,23/07/1991,28,07/11/2019,8,'Platform Operations Engineer..','Platform Operations'
615,159333.75,'Landon Gregory',M,10/11/1991,28,11/03/2019,16,'Solutions Architect..','Service Delivery Americas Web'
616,70813.0,'Traci Middleton',F,24/01/1996,24,08/07/2019,12,'Software Engineer..','LUNA/OPEN Engineering'
617,94032.0,'Noelle Blair',F,29/06/1992,28,11/07/2019,12,'Platform Operations Engineer.Associate.','Platform Operations'
618,152548.0,'Lorna Bryant',F,14/01/1991,29,02/11/2015,56,'Solutions Architect II..','Service Delivery Americas Web'
619,86148.0,'Aida Rocha',F,27/03/1995,25,11/04/2019,15,'Platform Operations Engineer.Associate.','Platform Operations'
620,125651.25,'Luis Hester',M,20/10/1989,30,01/06/2015,61,'Software Development Engineer in Test II..','Dynamic Media SQA'
621,105707.5,'Filiberto Becker',M,19/03/1994,26,01/08/2019,11,'Platform Operations Engineer.Associate.','Platform Operations'
622,93185.0,'Rhea Bennett',F,03/10/1992,27,05/08/2019,11,'Software Engineer..','Media Services Engineering'
623,220707.5,'Tom Sampson',M,16/03/1988,32,07/07/2014,72,'Software Engineer.Senior.','Enterprise Applications'
624,168656.25,'Herman Garza',M,14/09/1989,30,02/05/2016,50,'Platform Operations Engineer II..','Platform Operations'
625,66079.0,'Lindsay Trevino',F,25/02/1994,26,24/07/2017,35,'Client Service Manager.Associate.','Americas- AMG'
626,272551.25,'Chet Padilla',M,18/10/1985,34,27/06/2016,48,'Solutions Architect.Senior.','Service Delivery Americas Web'
627,959933.75,'Bert Fleming',M,11/07/1972,48,17/01/2015,65,Director..Engineering,'Media Analytics'
628,88021.25,'Marlin Kramer',M,12/08/1994,25,26/09/2019,9,'Server Tech Services Engineer..','Networks - EMEA Infrastructure'
629,159715.0,'Corina Copeland',F,14/04/1988,32,01/12/2016,43,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
630,245230.0,'Mike Potter',M,15/01/1991,29,05/08/2019,11,'Software Engineer.Senior.','Enterprise Applications'
631,137138.75,'Hipolito Dickerson',M,19/12/1985,34,02/06/2016,49,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
632,209995.0,'Dana Hartman',M,15/11/1990,29,02/07/2018,24,'Solutions Architect II..','Service Delivery Americas Web'
633,500465.0,'Cedric Archer',M,18/09/1975,44,17/10/2006,164,'Manager.Senior.Network Service Management','Networks - APJ Infrastructure'
634,292721.25,'Marlon Orozco',M,30/03/1980,40,12/10/2017,33,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
635,313940.0,'Bart Huerta',M,06/05/1987,33,18/05/2017,37,'Software Engineer.Senior II.','LUNA/OPEN Engineering'
636,315441.25,'Warren Huang',M,05/08/1986,33,23/01/2012,101,'Software Development Engineer in Test.Principal Lead.','Media Analytics'
637,92266.25,'Cristopher Hall',M,02/04/1997,23,08/07/2019,12,'Software Engineer..','IT DevOps'
638,87010.0,'Augusta Crane',F,25/12/1996,23,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - APJ TSE'
639,151883.75,'Adan Baxter',M,04/04/1994,26,03/07/2017,36,'Software Engineer II..','LUNA/OPEN Engineering'
640,176813.75,'Jaime Munoz',M,23/11/1987,32,13/07/2015,60,'Q/A Engineer.Senior.','GSS EPIC Engineering (HC COGS)'
641,138303.75,'Willis Church',M,05/07/1992,28,23/06/2016,48,'Solutions Architect..','Service Delivery Americas Web'
642,698855.0,'Ulysses Lin',M,22/07/1984,35,07/10/2013,81,'Director..Service Line','APJ Security Services - SOCC'
643,117409.0,'Clarissa Macdonald',F,26/04/1994,26,20/06/2016,48,'Technical Solutions Engineer..','AmaTec - Americas TSE'
644,88267.0,'Leticia Kim',F,05/07/1990,30,20/05/2019,13,'Software Engineer..','Enterprise Applications'
645,419351.25,'Kurtis Faulkner',M,24/10/1979,40,06/03/2008,148,Manager..Engineering,'Media Analytics'
646,121378.75,'Stan Pratt',M,01/06/1995,25,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
647,224818.75,'Gerard Roth',M,24/06/1985,35,23/06/2016,48,'Release Engineer.Senior Lead.','IT DevOps'
648,177530.0,'Tyler Booker',M,18/02/1989,31,25/03/2013,87,'Network Infrastructure Engineer II..','Networks - EMEA Infrastructure'
649,95458.75,'Antione Vaughan',M,05/11/1994,25,16/05/2019,13,'Network Engagement Consultant..','Networks - EMEA Infrastructure'
650,162967.0,'Eddie Obrien',F,08/11/1987,32,14/08/2017,35,'Software Development Engineer in Test.Senior Lead.','Media Portal'
651,128369.0,'Glenna Moyer',F,11/01/1990,30,21/07/2016,47,'Q/A Engineer.Senior.','IT DevOps'
652,297257.5,'Lon Peters',M,19/04/1979,41,17/08/2015,58,'Supervisor..Help Desk','Enterprise Infrastructure Services'
653,234327.5,'Dong Forbes',M,01/06/1984,36,14/04/2011,111,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
654,96665.0,'Elisha Fuller',M,03/01/1998,22,14/10/2019,9,'Platform Operations Engineer.Associate.','Platform Operations'
655,111505.0,'Russel Weeks',M,10/07/1996,24,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
656,115432.5,'Domenic Cox',M,01/03/1988,32,24/04/2014,74,'Help Desk Specialist..','Enterprise Infrastructure Services'
657,117487.5,'Man Sheppard',M,02/06/1996,24,05/09/2019,10,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
658,194492.5,'Gus Stanley',M,04/09/1990,29,05/11/2015,56,'Network Infrastructure Engineer II..','Networks - EMEA Infrastructure'
659,240142.5,'Ernie Dalton',M,08/12/1989,30,13/06/2019,13,'Software Engineer.Senior.','Enterprise Access Engineering'
660,178433.75,'Milford Pollard',M,18/05/1988,32,28/08/2017,34,'Technical Solutions Engineer II..','AmaTec - APJ TSE'
661,83540.0,'Oswaldo Landry',M,30/12/1995,24,02/07/2018,24,'Software Development Engineer in Test..','Dynamic Media SQA'
662,122348.75,'Abdul Becker',M,25/07/1985,34,08/09/2014,70,'Client Service Manager..','Americas- AMG'
663,93250.0,'Kayla Rowland',F,26/04/1994,26,08/08/2019,11,'Network Infrastructure Engineer..','Networks - EMEA Infrastructure'
664,125208.75,'Cameron Cross',M,29/10/1994,25,11/07/2019,12,'Software Engineer..','LUNA/OPEN Engineering'
665,143910.0,'Richard Atkinson',M,07/12/1991,28,23/10/2017,32,'Software Engineer II..','Enterprise Applications'
666,214663.75,'Booker Hensley',M,23/11/1989,30,28/08/2017,34,'Software Engineer.Senior.','GSS EPIC Engineering (HC COGS)'
667,149398.75,'Bart Tapia',M,27/10/1985,34,01/10/2015,57,'Client Service Manager..','Americas- AMG'
668,347773.75,'Jackie Castaneda',M,13/01/1985,35,19/05/2014,73,'Software Development Engineer in Test.Senior II Lead.','LUNA/OPEN Engineering'
669,220007.5,'Kurt Cortez',M,09/09/1983,36,19/10/2009,128,Manager..Collections,'Finance - Customer Revenue Operations GA'
670,215290.0,'Everett Short',M,20/12/1989,30,17/08/2015,58,'Technical Solutions Engineer II.Lead.','AmaTec - Americas TSE'
